outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction,,,,,,,,,
death,21-Jul,202128, 12-17,all_types,0,4022623,1,10772557,0,0.0092828,,,,,0,,,,,,,,,
death,21-Jul,202128,18-29,all_types,0,13687277,40,19186488,0,0.208480051,,,,,0,,,,,,,,,
death,21-Jul,202128,30-49,all_types,15,27726078,345,23289880,0.0541007,1.481330088,27.38098238,,,,0,,,,,,,,,
death,21-Jul,202128,50-64,all_types,53,25248687,649,12047851,0.209911906,5.386852809,25.66244538,,,,0,,,,,,,,,
death,21-Jul,202128,65-79,all_types,175,20392514,667,4227803.6,0.858158048,15.77651337,18.38415827,,,,1,,,,,,,,,
death,21-Jul,202128,80+,all_types,199,5969860,317,1685211.55,3.333411504,18.81069472,5.643076078,,,,1,,,,,,,,,
death,21-Jul,202128,all_ages_adj,Janssen,58,7581195,2019,70897452.15,0.765050892,2.847775116,3.722334219,0.786487906,4.093039446,5.204198836,0,,,,,,,,,
death,21-Jul,202128,all_ages_adj,Moderna,125,37838649,2019,70897452.15,0.330350061,2.847775116,8.620477043,0.182987921,4.093039446,22.36781216,0,,,,,,,,,
death,21-Jul,202128,all_ages_adj,Pfizer,258,51551432,2019,71209791.15,0.500471064,2.83528426,5.665231152,0.345060153,4.093010668,11.86173085,0,,,,,,,,,
death,21-Jul,202128,all_ages_adj,all_types,442,97047039,2019,71209791.15,0.455449238,2.83528426,6.22524756,0.288596051,4.093010668,14.18249022,0,,,,,,,,,
death,21-Jul,202129, 12-17,all_types,1,4258716,3,10497280,0.0234813,0.0285788,1.217091285,,,,0,,,,,,,,,
death,21-Jul,202129,18-29,all_types,0,13927562,75,18909111,0,0.396634194,,,,,0,,,,,,,,,
death,21-Jul,202129,30-49,all_types,20,28065745,600,22874987,0.071261247,2.62295231,36.80755534,,,,0,,,,,,,,,
death,21-Jul,202129,50-64,all_types,102,25438257,1093,11805828,0.400970868,9.258139285,23.08930652,,,,0,,,,,,,,,
death,21-Jul,202129,65-79,all_types,291,20458363,1087,4147763.6,1.422401196,26.20689376,18.42440363,,,,1,,,,,,,,,
death,21-Jul,202129,80+,all_types,343,5984242,618,1668167.55,5.731720074,37.04663839,6.463441674,,,,1,,,,,,,,,
death,21-Jul,202129,all_ages_adj,Janssen,93,7706723,3476,69601671.15,1.206738584,4.994132961,4.138537565,1.212975046,7.159757051,5.90264167,0,,,,,,,,,
death,21-Jul,202129,all_ages_adj,Moderna,220,38100803,3476,69601671.15,0.577415652,4.994132961,8.649112549,0.301901733,7.159757051,23.7155215,0,,,,,,,,,
death,21-Jul,202129,all_ages_adj,Pfizer,443,52249100,3476,69903137.15,0.847861494,4.972595139,5.864867284,0.598561696,7.159669319,11.96145588,0,,,,,,,,,
death,21-Jul,202129,all_ages_adj,all_types,757,98132885,3476,69903137.15,0.771402981,4.972595139,6.446170501,0.491912105,7.159669319,14.55477359,0,,,,,,,,,
death,21-Jul,202130, 12-17,all_types,0,4485758,3,10163195,0,0.0295183,,,,,0,,,,,,,,,
death,21-Jul,202130,18-29,all_types,1,14176737,106,18538540,0.00705381,0.571781812,81.06000375,,,,0,,,,,,,,,
death,21-Jul,202130,30-49,all_types,39,28409347,926,22304073,0.137278763,4.151708076,30.24290138,,,,0,,,,,,,,,
death,21-Jul,202130,50-64,all_types,165,25627771,1630,11480863,0.643832817,14.19753898,22.0515926,,,,0,,,,,,,,,
death,21-Jul,202130,65-79,all_types,441,20524783,1644,4042830.6,2.148621985,40.66457793,18.92588748,,,,1,,,,,,,,,
death,21-Jul,202130,80+,all_types,525,5999134,863,1647379.55,8.751263099,52.38622757,5.986133313,,,,1,,,,,,,,,
death,21-Jul,202130,all_ages_adj,Janssen,148,7836168,5172,67887515.15,1.888678242,7.618484766,4.033765306,1.928692416,10.89404585,5.648410165,0,,,,,,,,,
death,21-Jul,202130,all_ages_adj,Moderna,332,38358064,5172,67887515.15,0.865528563,7.618484766,8.802118261,0.466082345,10.89404585,23.37365051,0,,,,,,,,,
death,21-Jul,202130,all_ages_adj,Pfizer,691,52952755,5172,68176881.15,1.304936825,7.586149312,5.813422661,0.928902551,10.89395603,11.72777061,0,,,,,,,,,
death,21-Jul,202130,all_ages_adj,all_types,1171,99223530,5172,68176881.15,1.180163616,7.586149312,6.428048794,0.762341413,10.89395603,14.29012755,0,,,,,,,,,
death,21-Aug,202131, 12-17,all_types,0,4693236,12,9775139,0,0.122760403,,,,,0,,,,,,,,,
death,21-Aug,202131,18-29,all_types,2,14405432,129,18118949,0.0138837,0.711961825,51.2805883,,,,0,,,,,,,,,
death,21-Aug,202131,30-49,all_types,41,28729074,1102,21655969,0.142712571,5.088666316,35.65674907,,,,0,,,,,,,,,
death,21-Aug,202131,50-64,all_types,192,25810632,2218,11125240,0.743879499,19.93664856,26.80091142,,,,0,,,,,,,,,
death,21-Aug,202131,65-79,all_types,587,20588420,2136,3932119.75,2.851117279,54.32184511,19.0528273,,,,1,,,,,,,,,
death,21-Aug,202131,80+,all_types,704,6013275,1137,1624858.55,11.70743064,69.97532185,5.97700076,,,,1,,,,,,,,,
death,21-Aug,202131,all_ages_adj,Janssen,179,7949777,6734,65957557.3,2.251635486,10.2095958,4.534302227,2.189167461,14.55842666,6.650211516,0,,,,,,,,,
death,21-Aug,202131,all_ages_adj,Moderna,461,38588873,6734,65957557.3,1.194644892,10.2095958,8.546134397,0.617611641,14.55842666,23.57213772,0,,,,,,,,,
death,21-Aug,202131,all_ages_adj,Pfizer,883,53624574,6734,66232275.3,1.646633128,10.16724847,6.174568156,1.196252819,14.5580581,12.16971686,0,,,,,,,,,
death,21-Aug,202131,all_ages_adj,all_types,1526,100240069,6734,66232275.3,1.522345321,10.16724847,6.678674237,0.981724045,14.5580581,14.82907359,0,,,,,,,,,
death,21-Aug,202132, 12-17,all_types,0,4877135,7,9383164,0,0.074601702,,,,,0,,,,,,,,,
death,21-Aug,202132,18-29,all_types,3,14622295,135,17685851,0.0205166,0.763322048,37.2050672,,,,0,,,,,,,,,
death,21-Aug,202132,30-49,all_types,45,29034295,1289,20984985,0.154989126,6.142487116,39.63172955,,,,0,,,,,,,,,
death,21-Aug,202132,50-64,all_types,265,25987729,2483,10776901,1.019712034,23.04001865,22.59463248,,,,0,,,,,,,,,
death,21-Aug,202132,65-79,all_types,680,20649949,2505,3825237.75,3.292986341,65.48612567,19.8865464,,,,1,,,,,,,,,
death,21-Aug,202132,80+,all_types,848,6026342,1319,1602652.55,14.07155452,82.30105771,5.848753782,,,,1,,,,,,,,,
death,21-Aug,202132,all_ages_adj,Janssen,241,8076366,7738,64011780.3,2.984015336,12.08839992,4.051051541,2.934853129,17.26446972,5.882566846,0,,,,,,,,,
death,21-Aug,202132,all_ages_adj,Moderna,548,38812905,7738,64011780.3,1.411901531,12.08839992,8.561786821,0.751634073,17.26446972,22.9692484,0,,,,,,,,,
death,21-Aug,202132,all_ages_adj,Pfizer,1051,54231364,7738,64258791.3,1.93799293,12.04193207,6.21360991,1.41255342,17.26426031,12.22202294,0,,,,,,,,,
death,21-Aug,202132,all_ages_adj,all_types,1841,101197745,7738,64258791.3,1.819210497,12.04193207,6.619317606,1.182308838,17.26426031,14.60215787,0,,,,,,,,,
death,21-Aug,202133, 12-17,all_types,2,5088309,2,9059928,0.0393058,0.0220752,0.561627973,,,,0,,,,,,,,,
death,21-Aug,202133,18-29,all_types,2,14839045,141,17266497,0.013478,0.816610341,60.58858798,,,,0,,,,,,,,,
death,21-Aug,202133,30-49,all_types,43,29343914,1264,20346463,0.146538052,6.212381975,42.39432614,,,,0,,,,,,,,,
death,21-Aug,202133,50-64,all_types,241,26169109,2594,10454791,0.920933151,24.81159116,26.94179393,,,,0,,,,,,,,,
death,21-Aug,202133,65-79,all_types,724,20712463,2665,3714426.75,3.495479992,71.74727567,20.52572918,,,,1,,,,,,,,,
death,21-Aug,202133,80+,all_types,914,6039714,1431,1578327.55,15.1331669,90.66559093,5.991184233,,,,1,,,,,,,,,
death,21-Aug,202133,all_ages_adj,Janssen,226,8200637,8097,62191397.3,2.755883476,13.01948557,4.724251112,2.865894487,18.65582102,6.509597999,0,,,,,,,,,
death,21-Aug,202133,all_ages_adj,Moderna,633,39018931,8097,62191397.3,1.622289447,13.01948557,8.025377714,0.873110336,18.65582102,21.367083,0,,,,,,,,,
death,21-Aug,202133,all_ages_adj,Pfizer,1064,54895255,8097,62420433.3,1.938236738,12.97171386,6.692533274,1.411154787,18.65576157,13.22020925,0,,,,,,,,,
death,21-Aug,202133,all_ages_adj,all_types,1926,102192554,8097,62420433.3,1.88467743,12.97171386,6.882723621,1.229516137,18.65576157,15.17325476,0,,,,,,,,,
death,21-Aug,202134, 12-17,all_types,0,5344608,14,8766072,0,0.159706651,,,,,0,,,,,,,,,
death,21-Aug,202134,18-29,all_types,1,15080764,133,16858234,0.00663096,0.788931984,118.9769707,,,,0,,,,,,,,,
death,21-Aug,202134,30-49,all_types,43,29704466,1167,19731585,0.144759377,5.914375353,40.85659572,,,,0,,,,,,,,,
death,21-Aug,202134,50-64,all_types,236,26380037,2408,10147787,0.894615879,23.72931162,26.5245813,,,,0,,,,,,,,,
death,21-Aug,202134,65-79,all_types,724,20784038.8,2632,3608550.75,3.483442304,72.93786848,20.93844597,,,,1,,,,,,,,,
death,21-Aug,202134,80+,all_types,810,6054705,1303,1554631.55,13.37802585,83.81407157,6.265055287,,,,1,,,,,,,,,
death,21-Aug,202134,all_ages_adj,Janssen,205,8320316,7657,60453718.3,2.463848729,12.66588758,5.140692054,2.403942809,18.21698026,7.577959089,0,,,,,,,,,
death,21-Aug,202134,all_ages_adj,Moderna,608,39245084,7657,60453718.3,1.549238626,12.66588758,8.175556285,0.817534671,18.21698026,22.28282286,0,,,,,,,,,
death,21-Aug,202134,all_ages_adj,Pfizer,997,55705068,7657,60666860.3,1.789783292,12.62138829,7.051908654,1.314645812,18.21656704,13.85663491,0,,,,,,,,,
death,21-Aug,202134,all_ages_adj,all_types,1814,103348618.8,7657,60666860.3,1.755224231,12.62138829,7.190755495,1.146664,18.21656704,15.88657798,0,,,,,,,,,
death,21-Sep,202135, 12-17,all_types,0,5653802,9,8496229,0,0.105929348,,,,,0,,,,,,,,,
death,21-Sep,202135,18-29,all_types,5,15379322,119,16465840,0.0325112,0.722708346,22.22952875,,,,0,,,,,,,,,
death,21-Sep,202135,30-49,all_types,55,30181901,1096,19149915,0.182228416,5.723263001,31.40708315,,,,0,,,,,,,,,
death,21-Sep,202135,50-64,all_types,219,26655642,2297,9855961,0.821589666,23.30569287,28.36658474,,,,0,,,,,,,,,
death,21-Sep,202135,65-79,all_types,675,20880390.8,2447,3505569.75,3.232698116,69.80320389,21.59286187,,,,1,,,,,,,,,
death,21-Sep,202135,80+,all_types,775,6074667,1300,1531765.55,12.75790097,84.86938487,6.652300021,,,,1,,,,,,,,,
death,21-Sep,202135,all_ages_adj,Janssen,211,8434826,7268,58807933.3,2.501533523,12.35887676,4.940520142,2.525332458,17.74158367,7.025444754,0,,,,,,,,,
death,21-Sep,202135,all_ages_adj,Moderna,557,39538839,7268,58807933.3,1.408741415,12.35887676,8.772991711,0.760545148,17.74158367,23.32745627,0,,,,,,,,,
death,21-Sep,202135,all_ages_adj,Pfizer,959,56773808,7268,59005280.3,1.689159198,12.31754169,7.292114149,1.26641881,17.74132214,14.00904819,0,,,,,,,,,
death,21-Sep,202135,all_ages_adj,all_types,1729,104825724.8,7268,59005280.3,1.649404288,12.31754169,7.467872963,1.099143598,17.74132214,16.14104123,0,,,,,,,,,
death,21-Sep,202136, 12-17,all_types,0,6008825,6,8298717,0,0.072300333,,,,,0,,,,,,,,,
death,21-Sep,202136,18-29,all_types,2,15730466,107,16157671,0.0127142,0.662224153,52.08547265,,,,0,,,,,,,,,
death,21-Sep,202136,30-49,all_types,47,30757954,947,18702344,0.152806003,5.063536421,33.1370256,,,,0,,,,,,,,,
death,21-Sep,202136,50-64,all_types,206,26976312,1992,9637302,0.763632924,20.66968535,27.06756704,,,,0,,,,,,,,,
death,21-Sep,202136,65-79,all_types,626,20992200.8,2154,3429074.75,2.98205989,62.81577851,21.06455968,,,,1,,,,,,,,,
death,21-Sep,202136,80+,all_types,739,6097540,1110,1514790.55,12.11964169,73.2774574,6.046173581,,,,1,,,,,,,,,
death,21-Sep,202136,all_ages_adj,Janssen,171,8539195,6316,57557106.3,2.002530684,10.97344951,5.479790947,2.009465809,15.75385148,7.839820614,0,,,,,,,,,
death,21-Sep,202136,all_ages_adj,Moderna,558,39938051,6316,57557106.3,1.397163823,10.97344951,7.854089359,0.758900155,15.75385148,20.75879334,0,,,,,,,,,
death,21-Sep,202136,all_ages_adj,Pfizer,889,58007806,6316,57739899.3,1.53255236,10.93870976,7.137576531,1.169173298,15.75368241,13.47420646,0,,,,,,,,,
death,21-Sep,202136,all_ages_adj,all_types,1620,106563297.8,6316,57739899.3,1.520223223,10.93870976,7.195462875,1.020107031,15.75368241,15.44316618,0,,,,,,,,,
death,21-Sep,202137, 12-17,all_types,0,6372292,5,8094432,0,0.0617709,,,,,0,,,,,,,,,
death,21-Sep,202137,18-29,all_types,8,16101227,109,15812969,0.0496857,0.689307618,13.87337304,,,,0,,,,,,,,,
death,21-Sep,202137,30-49,all_types,39,31362061,802,18203518,0.124354072,4.405741791,35.42901098,,,,0,,,,,,,,,
death,21-Sep,202137,50-64,all_types,207,27301869,1622,9401346,0.758189851,17.25284869,22.75531472,,,,0,,,,,,,,,
death,21-Sep,202137,65-79,all_types,565,21103602.8,1918,3348396.75,2.677267978,57.28114507,21.39537228,,,,1,,,,,,,,,
death,21-Sep,202137,80+,all_types,676,6120711,1011,1496985.55,11.04446853,67.53572204,6.114891077,,,,1,,,,,,,,,
death,21-Sep,202137,all_ages_adj,Janssen,162,8630323,5467,56189654.3,1.877102398,9.729549092,5.183280945,1.958873738,14.04359289,7.169218015,0,,,,,,,,,
death,21-Sep,202137,all_ages_adj,Moderna,526,40404754,5467,56189654.3,1.301827008,9.729549092,7.473764974,0.718556226,14.04359289,19.54418092,0,,,,,,,,,
death,21-Sep,202137,all_ages_adj,Pfizer,805,59248002,5467,56357647.3,1.358695606,9.700546886,7.139602749,1.043892534,14.04345697,13.45297194,0,,,,,,,,,
death,21-Sep,202137,all_ages_adj,all_types,1495,108361762.8,5467,56357647.3,1.379637947,9.700546886,7.031226493,0.938237206,14.04345697,14.96791736,0,,,,,,,,,
death,21-Sep,202138, 12-17,all_types,1,6650946,5,7935403,0.0150355,0.063008772,4.190679415,,,,0,,,,,,,,,
death,21-Sep,202138,18-29,all_types,1,16423896,81,15535118,0.00608869,0.521399322,85.63408247,,,,0,,,,,,,,,
death,21-Sep,202138,30-49,all_types,43,31875794,612,17804774,0.1348986,3.437280361,25.48047458,,,,0,,,,,,,,,
death,21-Sep,202138,50-64,all_types,161,27566042,1406,9215248,0.584051929,15.25732134,26.12322739,,,,0,,,,,,,,,
death,21-Sep,202138,65-79,all_types,484,21192129.8,1538,3283435.45,2.283866721,46.84118276,20.50959556,,,,1,,,,,,,,,
death,21-Sep,202138,80+,all_types,654,6139588.45,796,1479926.55,10.65217979,53.78645312,5.049337711,,,,1,,,,,,,,,
death,21-Sep,202138,all_ages_adj,Janssen,129,8695129,4438,55096308,1.48358926,8.054986189,5.429391008,1.611494071,11.56611886,7.177264295,0,,,,,,,,,
death,21-Sep,202138,all_ages_adj,Moderna,512,40838144,4438,55096308,1.253729846,8.054986189,6.424818084,0.695314209,11.56611886,16.63437723,0,,,,,,,,,
death,21-Sep,202138,all_ages_adj,Pfizer,700,60236035,4438,55253905,1.162095081,8.032011493,6.911664649,0.914274334,11.5659863,12.65045497,0,,,,,,,,,
death,21-Sep,202138,all_ages_adj,all_types,1344,109848396.3,4438,55253905,1.223504435,8.032011493,6.564758789,0.843747761,11.5659863,13.70787199,0,,,,,,,,,
death,21-Sep,202139, 12-17,all_types,0,6903293,6,7808061,0,0.076843662,,,,,0,,,,,,,,,
death,21-Sep,202139,18-29,all_types,1,16785626,54,15291070,0.00595748,0.353147294,59.27798408,,,,0,,,,,,,,,
death,21-Sep,202139,30-49,all_types,40,32449916,514,17441843,0.123266883,2.946936284,23.90695872,,,,0,,,,,,,,,
death,21-Sep,202139,50-64,all_types,147,27851606,1139,9040154,0.527797212,12.59934289,23.87156013,,,,0,,,,,,,,,
death,21-Sep,202139,65-79,all_types,450,21286572.8,1297,3157179.45,2.114008696,41.08097182,19.43273549,,,,1,,,,,,,,,
death,21-Sep,202139,80+,all_types,533,6159100.45,730,1442486.55,8.653861133,50.60705765,5.84791654,,,,1,,,,,,,,,
death,21-Sep,202139,all_ages_adj,Janssen,108,8770252,3740,54031833,1.231435539,6.921845498,5.620956419,1.201792955,10.09773609,8.402226064,0,,,,,,,,,
death,21-Sep,202139,all_ages_adj,Moderna,462,41313195,3740,54031833,1.118286785,6.921845498,6.18968729,0.612596416,10.09773609,16.483505,0,,,,,,,,,
death,21-Sep,202139,all_ages_adj,Pfizer,601,61273483,3740,54180794,0.980848437,6.902815045,7.037596012,0.780700521,10.09758092,12.9340005,0,,,,,,,,,
death,21-Sep,202139,all_ages_adj,all_types,1171,111436114.3,3740,54180794,1.050826303,6.902815045,6.568940103,0.728137075,10.09758092,13.86769232,0,,,,,,,,,
death,21-Oct,202140, 12-17,all_types,0,7114083,6,7698221,0,0.077940085,,,,,0,,,,,,,,,
death,21-Oct,202140,18-29,all_types,0,17119929,42,15072540,0,0.278652437,,,,,0,,,,,,,,,
death,21-Oct,202140,30-49,all_types,23,32965636,430,17121351,0.069769623,2.511484053,35.99681266,,,,0,,,,,,,,,
death,21-Oct,202140,50-64,all_types,124,28109238,950,8882906,0.441136113,10.69469833,24.24353394,,,,0,,,,,,,,,
death,21-Oct,202140,65-79,all_types,398,21373912.8,1152,3053110.45,1.862083016,37.73201196,20.26333501,,,,1,,,,,,,,,
death,21-Oct,202140,80+,all_types,502,6177035.45,685,1408814.55,8.126875814,48.62243934,5.982918954,,,,1,,,,,,,,,
death,21-Oct,202140,all_ages_adj,Janssen,89,8838746,3265,53095423,1.006930169,6.149305939,6.106983514,1.0683243,9.121746098,8.538368073,0,,,,,,,,,
death,21-Oct,202140,all_ages_adj,Moderna,386,41691015,3265,53095423,0.925858965,6.149305939,6.641730729,0.510476318,9.121746098,17.86908772,0,,,,,,,,,
death,21-Oct,202140,all_ages_adj,Pfizer,570,62250828,3265,53236943,0.915650471,6.132959212,6.697926124,0.728227771,9.121594552,12.52574389,0,,,,,,,,,
death,21-Oct,202140,all_ages_adj,all_types,1047,112859834.3,3265,53236943,0.927699395,6.132959212,6.610933717,0.642027222,9.121594552,14.20748878,0,,,,,,,,,
death,21-Oct,202141, 12-17,all_types,0,7276060,5,7604879,0,0.065747266,,,,,0,,,,,,,,,
death,21-Oct,202141,18-29,all_types,4,17393749,47,14877225,0.0229968,0.315919131,13.73754519,,,,0,,,,,,,,,
death,21-Oct,202141,30-49,all_types,24,33384685,350,16837467,0.071889251,2.078697467,28.91527506,,,,0,,,,,,,,,
death,21-Oct,202141,50-64,all_types,123,28319773,850,8739996,0.434325515,9.725404909,22.39197231,,,,0,,,,,,,,,
death,21-Oct,202141,65-79,all_types,362,21472740.8,1056,2968932.15,1.685858379,35.56834399,21.09806164,,,,1,,,,,,,,,
death,21-Oct,202141,80+,all_types,460,6199936.45,653,1379753.55,7.419430888,47.32729262,6.378830578,,,,1,,,,,,,,,
death,21-Oct,202141,all_ages_adj,Janssen,113,8899976,2961,52273441.7,1.269666345,5.664444321,4.46136447,1.313822211,8.497199137,6.46754109,0,,,,,,,,,
death,21-Oct,202141,all_ages_adj,Moderna,375,41991881,2961,52273441.7,0.893029774,5.664444321,6.34295125,0.494712901,8.497199137,17.17602093,0,,,,,,,,,
death,21-Oct,202141,all_ages_adj,Pfizer,485,63076012,2961,52408252.7,0.768913545,5.649873536,7.347865793,0.621113581,8.497075946,13.68038988,0,,,,,,,,,
death,21-Oct,202141,all_ages_adj,all_types,973,114046944.3,2961,52408252.7,0.853157449,5.649873536,6.622310505,0.597742414,8.497075946,14.21528026,0,,,,,,,,,
death,21-Oct,202142, 12-17,all_types,0,7416001,3,7523165,0,0.0398768,,,,,0,,,,,,,,,
death,21-Oct,202142,18-29,all_types,3,17640018,43,14699688,0.0170068,0.292523215,17.20038262,,,,0,,,,,,,,,
death,21-Oct,202142,30-49,all_types,23,33756894,327,16579433,0.068134231,1.972323179,28.94761065,,,,0,,,,,,,,,
death,21-Oct,202142,50-64,all_types,105,28506343,742,8601001,0.368339075,8.626902845,23.42109062,,,,0,,,,,,,,,
death,21-Oct,202142,65-79,all_types,361,21562553.8,945,2912007.15,1.674198721,32.4518434,19.38350746,,,,1,,,,,,,,,
death,21-Oct,202142,80+,all_types,422,6221672.45,589,1352360.55,6.782742155,43.55347396,6.421219172,,,,1,,,,,,,,,
death,21-Oct,202142,all_ages_adj,Janssen,87,8958604,2649,51537911.7,0.971133449,5.139905581,5.292687207,1.038292008,7.749757171,7.46394763,0,,,,,,,,,
death,21-Oct,202142,all_ages_adj,Moderna,365,42214657,2649,51537911.7,0.864628605,5.139905581,5.944639757,0.482744656,7.749757171,16.0535328,0,,,,,,,,,
death,21-Oct,202142,all_ages_adj,Pfizer,460,63851091,2649,51667654.7,0.720426218,5.126998729,7.116618748,0.579352011,7.749684517,13.37646951,0,,,,,,,,,
death,21-Oct,202142,all_ages_adj,all_types,914,115103482.3,2649,51667654.7,0.79406807,5.126998729,6.456623712,0.556303448,7.749684517,13.93067856,0,,,,,,,,,
death,21-Oct,202143, 12-17,all_types,1,7530258,1,7451864,0.0132798,0.0134195,1.010520052,,,,0,,,,,,,,,
death,21-Oct,202143,18-29,all_types,1,17855228,30,14527118,0.0056006,0.206510335,36.8728911,,,,0,,,,,,,,,
death,21-Oct,202143,30-49,all_types,23,34074991,298,16302386,0.067498184,1.827953282,27.08151811,,,,0,,,,,,,,,
death,21-Oct,202143,50-64,all_types,85,28666621,696,8422295,0.2965121,8.263780834,27.86996155,,,,0,,,,,,,,,
death,21-Oct,202143,65-79,all_types,324,21637212.8,898,2804849.55,1.497420222,32.01597747,21.38075671,,,,1,,,,,,,,,
death,21-Oct,202143,80+,all_types,464,6240840.45,584,1300665.55,7.434896048,44.9000898,6.039101221,,,,1,,,,,,,,,
death,21-Oct,202143,all_ages_adj,Janssen,86,9016427,2507,50684279.1,0.953814632,4.946306911,5.185815719,1.058057846,7.6165513,7.198615204,0,,,,,,,,,
death,21-Oct,202143,all_ages_adj,Moderna,394,42425739,2507,50684279.1,0.928681525,4.946306911,5.326160559,0.516820848,7.6165513,14.73731435,0,,,,,,,,,
death,21-Oct,202143,all_ages_adj,Pfizer,417,64483963,2507,50809178.1,0.646672414,4.934147911,7.630057826,0.524376419,7.61652755,14.52492385,0,,,,,,,,,
death,21-Oct,202143,all_ages_adj,all_types,898,116005151.3,2507,50809178.1,0.774103555,4.934147911,6.374015309,0.54864063,7.61652755,13.88254376,0,,,,,,,,,
death,21-Nov,202144, 12-17,all_types,0,7626215,4,7379203,0,0.0542064,,,,,0,,,,,,,,,
death,21-Nov,202144,18-29,all_types,0,18043328,34,14356212,0,0.236831276,,,,,0,,,,,,,,,
death,21-Nov,202144,30-49,all_types,22,34357156,295,16028082,0.06403324,1.840519658,28.74319137,,,,0,,,,,,,,,
death,21-Nov,202144,50-64,all_types,106,28808987,777,8247835,0.36794074,9.420654026,25.60372636,,,,0,,,,,,,,,
death,21-Nov,202144,65-79,all_types,364,21705319.8,959,2726066.1,1.677008233,35.17889753,20.97717641,,,,1,,,,,,,,,
death,21-Nov,202144,80+,all_types,476,6259539.45,587,1266353.6,7.604393323,46.35356191,6.09562919,,,,1,,,,,,,,,
death,21-Nov,202144,all_ages_adj,Janssen,93,9077261,2656,49882940.7,1.024538129,5.324465564,5.196942324,1.087920671,8.254618793,7.587519032,0,,,,,,,,,
death,21-Nov,202144,all_ages_adj,Moderna,435,42619008,2656,49882940.7,1.02067134,5.324465564,5.216630816,0.560496394,8.254618793,14.72733612,0,,,,,,,,,
death,21-Nov,202144,all_ages_adj,Pfizer,436,65025440,2656,50003751.7,0.670506805,5.311601449,7.921771132,0.544206536,8.25452512,15.16800069,0,,,,,,,,,
death,21-Nov,202144,all_ages_adj,all_types,968,116800545.3,2656,50003751.7,0.828763254,5.311601449,6.409069684,0.584829805,8.25452512,14.11440568,0,,,,,,,,,
death,21-Nov,202145, 12-17,all_types,0,7709503,2,7294520,0,0.0274178,,,,,0,,,,,,,,,
death,21-Nov,202145,18-29,all_types,0,18209496,34,14194840,0,0.239523658,,,,,0,,,,,,,,,
death,21-Nov,202145,30-49,all_types,26,34615668,332,15770199,0.075110496,2.105236592,28.02852728,,,,0,,,,,,,,,
death,21-Nov,202145,50-64,all_types,129,28947824,781,8083798,0.44562935,9.661300295,21.68012562,,,,0,,,,,,,,,
death,21-Nov,202145,65-79,all_types,365,21803238.8,968,2655037.1,1.674063213,36.45900089,21.77874802,,,,1,,,,,,,,,
death,21-Nov,202145,80+,all_types,525,6287442.45,705,1237240.45,8.349977024,56.98164815,6.824168256,,,,1,,,,,,,,,
death,21-Nov,202145,all_ages_adj,Janssen,101,9146533,2822,49118387.55,1.104243542,5.745302606,5.202930681,1.205039596,8.965352604,7.439882167,0,,,,,,,,,
death,21-Nov,202145,all_ages_adj,Moderna,508,42848926,2822,49118387.55,1.185560637,5.745302606,4.846063902,0.664280694,8.965352604,13.49633173,0,,,,,,,,,
death,21-Nov,202145,all_ages_adj,Pfizer,434,65499111,2822,49235634.55,0.662604413,5.731621062,8.650140188,0.536481121,8.965306102,16.71131706,0,,,,,,,,,
death,21-Nov,202145,all_ages_adj,all_types,1045,117573172.3,2822,49235634.55,0.888808203,5.731621062,6.448659047,0.632677025,8.965306102,14.17043097,0,,,,,,,,,
death,21-Nov,202146, 12-17,all_types,1,7782969,2,7202265,0.0128486,0.027769,2.161255938,,,,0,,,,,,,,,
death,21-Nov,202146,18-29,all_types,1,18365350,49,14022410,0.00544504,0.349440645,64.17599756,,,,0,,,,,,,,,
death,21-Nov,202146,30-49,all_types,36,34860741,351,15490988,0.103268029,2.265833529,21.94128772,,,,0,,,,,,,,,
death,21-Nov,202146,50-64,all_types,146,29083376,882,7898125,0.502004994,11.16720741,22.24521177,,,,0,,,,,,,,,
death,21-Nov,202146,65-79,all_types,414,21894455.8,1225,2581878.1,1.890889656,47.44608198,25.09193587,,,,1,,,,,,,,,
death,21-Nov,202146,80+,all_types,558,6313760.45,722,1210205.45,8.837839263,59.65929173,6.750438649,,,,1,,,,,,,,,
death,21-Nov,202146,all_ages_adj,Janssen,130,9226906,3231,48292677.55,1.408922991,6.69045529,4.748630928,1.580532603,10.66051622,6.744888524,0,,,,,,,,,
death,21-Nov,202146,all_ages_adj,Moderna,518,43074472,3231,48292677.55,1.202568426,6.69045529,5.563471604,0.669688375,10.66051622,15.91862217,0,,,,,,,,,
death,21-Nov,202146,all_ages_adj,Pfizer,506,65921037,3231,48405871.55,0.767585012,6.674810093,8.695857769,0.634633411,10.66047018,16.79783952,0,,,,,,,,,
death,21-Nov,202146,all_ages_adj,all_types,1156,118300652.3,3231,48405871.55,0.977171282,6.674810093,6.830747298,0.6996656,10.66047018,15.23652183,0,,,,,,,,,
death,21-Nov,202147, 12-17,all_types,0,7845024,0,7130278,0,0,,,,,0,,,,,,,,,
death,21-Nov,202147,18-29,all_types,3,18504572,44,13847685,0.0162122,0.317742641,19.59897191,,,,0,,,,,,,,,
